# level,theme,typeCount,slotCapacity,threeStarSeconds,twoStarSeconds,clearReward,layers
# v9 progression: staged theme unlocks; slower icon-type ramp; level 120+ supports 4 layers; level 360+ supports 5 layers
341,Bug,7,7,221,442,70,Custom:.X....X/XXXXX../XXXXXXX/.XXXXXX/XXXXXXX/.XXXXXX@0:0:1|LayerLine12@0.5:0.5:0.80|LayerLine12@0.5:0.5:0.56|LayerOffset12@0.5:0.5:0.5
342,Vehicle,7,7,221,442,70,Custom:.XX..XX/.X..XXX/.XXXXXX/.XXXXXX/.XXXXXX/XXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.80|LayerStagger9@0.5:0.5:0.56|LayerDiamond15@0.5:0.5:0.5
343,Weather,7,7,196,392,70,Custom:XXX.XXX/X.XXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.80|LayerLine12@0.5:0.5:0.64|LayerPillar12@0.5:0.5:0.5
344,Tool,7,7,221,442,71,Custom:XXXXXXX./X.XXXX.X/.XXXXX.X/.XXXXXX./XXXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.80|LayerCross15@0.5:0.5:0.56|LayerStagger9@0.5:0.5:0.5
345,Food,7,7,221,442,71,Custom:XXXXXXX/XXXXXXX/.XXXXXX/XXXXXXX/XXXX.XX@0:0:1|LayerCap18@0.5:0.5:0.80|LayerOffset12@0.5:0.5:0.56|LayerCrown15@0.5:0.5:0.5
346,Plant,7,7,197,394,71,Custom:XXXXXX./XXXXXX./XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.80|LayerOffset12@0.5:0.5:0.64|LayerMiniDiamond9@0.5:0.5:0.5
347,Animal,7,7,222,444,71,Custom:XX.X..../...X...X/.XXXXXXX/.XXXXXXX/.X.XXXXX/XXXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.80|LayerDiagonal6@0.5:0.5:0.56|LayerDiagonal6@0.5:0.5:0.5
348,Sweet,7,7,222,444,71,Custom:XXX...X/X...XXX/X...XXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.80|LayerLine12@0.5:0.5:0.56|LayerLine12@0.5:0.5:0.5
349,Bug,7,7,197,394,71,Custom:..XX.X./..X.XX./XXXXXXX/XXXXX.X/XXXXXXX/XXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.80|LayerStagger9@0.5:0.5:0.64|LayerCap18@0.5:0.5:0.5
350,Vehicle,7,7,235,470,91,Custom:..XXXX../X.XXXXXX/..XXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.80|LayerMiniDiamond9@0.5:0.5:0.56|LayerCross15@0.5:0.5:0.5
351,Weather,7,7,223,446,71,Custom:..XXX.XX/.XXXXXX./XXXXXXX./XXXXXXX./XXXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.80|LayerCross15@0.5:0.5:0.56|LayerOffset12@0.5:0.5:0.5
352,Tool,7,7,198,396,72,Custom:XXXXXXX/XXXXXXX/XXXX..X/XXXXXXX/XXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.80|LayerDiagonal6@0.5:0.5:0.64|LayerDiamond15@0.5:0.5:0.5
353,Food,7,7,223,446,72,Custom:.X...XXX/X.XXXXXX/XXXXXXXX/.XX.XXXX/XXXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.80|LayerPillar12@0.5:0.5:0.56|LayerPillar12@0.5:0.5:0.5
354,Plant,7,7,223,446,72,Custom:.X.XXXXX/..X..XXX/..X.XXXX/....XX.X/X.XXXXXX/XXXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.80|LayerDiagonal6@0.5:0.5:0.56|LayerStagger9@0.5:0.5:0.5
355,Animal,7,7,199,398,72,Custom:XX...X./X.XXXX./..XXX.X/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.80|LayerCross15@0.5:0.5:0.64|LayerCrown15@0.5:0.5:0.5
356,Sweet,7,7,224,448,72,Custom:.....XX./..XXXXX./.X.XXXXX/XXXXXXXX/.X.XXXXX/..XXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.80|LayerStagger9@0.5:0.5:0.56|LayerMiniDiamond9@0.5:0.5:0.5
357,Bug,7,7,224,448,72,Custom:...XXX../XXXXXXX./XXXXXXX./XXXXXXXX/XXXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.80|LayerMiniDiamond9@0.5:0.5:0.56|LayerDiagonal6@0.5:0.5:0.5
358,Vehicle,7,7,199,398,72,Custom:.XXXXXX/.XXXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.80|LayerPillar12@0.5:0.5:0.64|LayerLine12@0.5:0.5:0.5
359,Weather,7,7,224,448,72,Custom:X..XXX.X/X..XXXXX/.XXXXXXX/.XXXXXXX/XXXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.80|LayerOffset12@0.5:0.5:0.56|LayerCap18@0.5:0.5:0.5
360,Tool,7,7,237,474,73,Custom:.XXXX.X./.XXXXX../XXXXXXXX/.XXXXXXX/XXXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.80|LayerPillar12@0.5:0.5:0.56|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
361,Food,7,7,225,450,73,Custom:XXXXXX./.X.X.../XX..XXX/XX.XXXX/XXXXXXX/XXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.80|LayerDiagonal6@0.5:0.5:0.56|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
362,Plant,7,7,225,450,73,Custom:.X....../XXX..XXX/XX..XXXX/.XXXXXXX/XXX.XXXX/XXX..XXX@0:0:1|LayerCorners12@0.5:0.5:0.80|LayerLine12@0.5:0.5:0.56|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
363,Animal,7,7,225,450,73,Custom:...XXX.X/..X.XX../X.XXXXXX/XX.XXXXX/X.XXXXXX/...XXXXX@0:0:1|LayerCrown15@0.5:0.5:0.79|LayerStagger9@0.5:0.5:0.56|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
364,Sweet,7,7,226,452,73,Custom:XXXX.XX/.XXXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.79|LayerMiniDiamond9@0.5:0.5:0.56|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
365,Bug,7,7,226,452,73,Custom:X.XXXXX./.X.XXXX./XXXXXX../XXXXXXXX/XXXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.79|LayerCross15@0.5:0.5:0.56|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
366,Vehicle,7,7,226,452,73,Custom:...X..XX/X.XXXXXX/XXXXXXX./XXXXXXXX/XXXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.79|LayerOffset12@0.5:0.5:0.56|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
367,Weather,7,7,226,452,73,Custom:.XXXXXX/XXXXXX./XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.79|LayerPillar12@0.5:0.5:0.56|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
368,Tool,7,7,226,452,74,Custom:X...X.X./X...XXX./.X.XXXX./.X.XXXX./XXXXXXXX/XXXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.79|LayerDiagonal6@0.5:0.5:0.56|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
369,Food,7,7,227,454,74,Custom:X.X..XXX/..XXXXX./..XXXX../.XXXXXX./X.XXXXX./.XXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.79|LayerLine12@0.5:0.5:0.56|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
370,Plant,7,7,239,478,74,Custom:...XXX./.X.XXXX/XX..XXX/XXX.XXX/XXXXXXX/XXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.79|LayerStagger9@0.5:0.5:0.56|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
371,Animal,7,7,227,454,74,Custom:.XXXXXX./.XXXXXXX/XXXXXXXX/XXXXXX../.XXXXXX.@0:0:1|LayerLine12@0.5:0.5:0.79|LayerMiniDiamond9@0.5:0.5:0.56|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
372,Sweet,7,7,227,454,74,Custom:..XXX.XX/.XXXXXXX/..XXXXXX/.XXXXXXX/XXXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.79|LayerCross15@0.5:0.5:0.56|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
373,Bug,7,7,228,456,74,Custom:XXX.XXX/XXX.XXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.79|LayerOffset12@0.5:0.5:0.56|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
374,Vehicle,7,7,228,456,74,Custom:.XXX.XXX/.XXXXXX./..XXXXXX/.XXXXXXX/XXXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.79|LayerPillar12@0.5:0.5:0.56|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
375,Weather,7,7,228,456,94,Custom:.XXXXX../X.XXXX.X/XXXX.XXX/XXXXXX.X/XXXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.79|LayerDiagonal6@0.5:0.5:0.56|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
376,Tool,7,7,228,456,75,Custom:.XXX.../..XXX.X/X.XX.XX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.79|LayerLine12@0.5:0.5:0.56|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
377,Food,7,7,228,456,75,Custom:.....X./XX.XXXX/.XXXXXX/.XXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.79|LayerStagger9@0.5:0.5:0.56|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
378,Plant,7,7,229,458,75,Custom:XXX.X.XX/XXX.X.XX/XX.X.XXX/XXXXXXX./XXXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.79|LayerMiniDiamond9@0.5:0.5:0.56|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
379,Animal,7,7,229,458,75,Custom:.XXXXXX/XXXXXXX/X.XXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.79|LayerCross15@0.5:0.5:0.56|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
380,Sweet,7,7,241,482,75,Custom:XX.XXX.X/XX.XX.XX/X.XXXX.X/.XXXXXXX/XXXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.79|LayerOffset12@0.5:0.5:0.56|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
381,Bug,8,7,229,458,75,Custom:.XX..XXX/XXX.XXXX/XXX..XX./XXXXXXXX/XXXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.79|LayerPillar12@0.5:0.5:0.56|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
382,Vehicle,8,7,230,460,75,Custom:..XX.X./XXXXXXX/XXXXXXX/XXXXXXX/X...XX./XXXXXX.@0:0:1|LayerCorners12@0.5:0.5:0.79|LayerDiagonal6@0.5:0.5:0.56|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
383,Weather,8,7,230,460,75,Custom:...XX.../.X.XX.XX/..XXXXXX/..XXXXXX/..XXXXXX/XXXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.79|LayerLine12@0.5:0.5:0.56|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
384,Tool,8,7,230,460,76,Custom:.X....../XXXXX.../XXXXXXXX/XXXXXXX./XXXXXX../XXXXXX..@0:0:1|LayerDiamond15@0.5:0.5:0.79|LayerStagger9@0.5:0.5:0.56|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
385,Food,8,7,230,460,76,Custom:.XXXXX./XXXXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.79|LayerMiniDiamond9@0.5:0.5:0.56|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
386,Plant,8,7,230,460,76,Custom:...XXXXX/XX.XXXXX/.XXXXXXX/XXXXXX../XXXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.79|LayerCross15@0.5:0.5:0.56|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
387,Animal,8,7,231,462,76,Custom:..XXXX../XX.XXXX./XXXXXXXX/XXXXXXXX/.XXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.79|LayerOffset12@0.5:0.5:0.56|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
388,Sweet,8,7,231,462,76,Custom:.XX.X../.XX.XXX/X.XXXXX/..XXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.78|LayerPillar12@0.5:0.5:0.56|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
389,Bug,8,7,231,462,76,Custom:XXXXXX../XXX..X../.X..XX../X.XXXXXX/XXXXXXX./XXXXXX..@0:0:1|LayerOffset12@0.5:0.5:0.78|LayerDiagonal6@0.5:0.5:0.56|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
390,Vehicle,8,7,243,486,76,Custom:.X...XX./..X.XXXX/X.X.XX.X/XXXXXXX./.XXXXXX./.XXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.78|LayerLine12@0.5:0.5:0.56|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
391,Weather,8,7,232,464,76,Custom:X....XX/XX..XXX/XXX.XXX/XX..XXX/XXXXXXX/XXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.78|LayerStagger9@0.5:0.5:0.55|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
392,Tool,8,7,232,464,77,Custom:.X...XXX/XX...XXX/XXXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.78|LayerMiniDiamond9@0.5:0.5:0.55|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
393,Food,8,7,232,464,77,Custom:X.XX.X.X/XXX..XXX/XXXXXXXX/XXXXXXXX/.XXXXXX.@0:0:1|LayerCrown15@0.5:0.5:0.78|LayerCross15@0.5:0.5:0.55|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
394,Plant,8,7,232,464,77,Custom:XXXXXXX/XXXXXXX/XXXXXX./XXXXXXX/.XXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.78|LayerOffset12@0.5:0.5:0.55|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
395,Animal,8,7,232,464,77,Custom:......X./X....XX./XXXXXXXX/XXXXXXXX/X..XXXXX/X.XXXXXX@0:0:1|LayerCap18@0.5:0.5:0.78|LayerPillar12@0.5:0.5:0.55|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
396,Sweet,8,7,233,466,77,Custom:XXXXX../X.XXXX./X.XXXX./.XXXXX./XXXXXXX/.XXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.78|LayerDiagonal6@0.5:0.5:0.55|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
397,Bug,8,7,233,466,77,Custom:...XXX./..XXXX./.XXXXXX/XXXXXXX/.XXXXXX/XXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.78|LayerLine12@0.5:0.5:0.55|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
398,Vehicle,8,7,233,466,77,Custom:.X.XXXX/.X.X.XX/X.X.XXX/.XXXXXX/XXXXXXX/.XXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.78|LayerStagger9@0.5:0.5:0.55|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
399,Weather,8,7,233,466,77,Custom:.X.X.XXX/X...XXXX/XX.XXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.78|LayerMiniDiamond9@0.5:0.5:0.55|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
400,Tool,8,7,246,492,98,Custom:.XXXXXX/X.XXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.78|LayerCross15@0.5:0.5:0.55|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
401,Food,8,7,234,468,78,Custom:.XXXXXX/XXXXXXX/.XXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.78|LayerOffset12@0.5:0.5:0.55|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
402,Plant,8,7,234,468,78,Custom:XXX..X../X.XXX.X./X..XXX../XX.X.X../XXXXXXXX/XXXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.78|LayerPillar12@0.5:0.5:0.55|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
403,Animal,8,7,234,468,78,Custom:..XX.XX/..XXX.X/X.XXXXX/.X.XXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.78|LayerDiagonal6@0.5:0.5:0.55|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
404,Sweet,8,7,234,468,78,Custom:.XXXX.X/X.XXX.X/X...XXX/XXXXXXX/XXXXXXX/XXXXX..@0:0:1|LayerDiamond15@0.5:0.5:0.78|LayerLine12@0.5:0.5:0.55|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
405,Bug,8,7,235,470,78,Custom:...X..../XXXXX.../XXXXXX../XX.XXXXX/XXXXX.X./XXXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.78|LayerStagger9@0.5:0.5:0.55|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
406,Vehicle,8,7,235,470,78,Custom:XX....X/XXX...X/XXX..XX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.78|LayerMiniDiamond9@0.5:0.5:0.55|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
407,Weather,8,7,235,470,78,Custom:XX.XXXX/.XXXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.78|LayerCross15@0.5:0.5:0.55|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
408,Tool,8,7,235,470,79,Custom:XXXXXX../XXXXX.../XXXXXXX./XXXXXX.X/XXXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.78|LayerOffset12@0.5:0.5:0.55|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
409,Food,8,7,235,470,79,Custom:XXX..XX/XX...../XXXXXXX/XXX.XXX/XXXXXX./XXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.78|LayerPillar12@0.5:0.5:0.55|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
410,Plant,8,7,248,496,79,Custom:..XX..X/..XXXX./XXXXXXX/XX.XXXX/.XXXXXX/XXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.78|LayerDiagonal6@0.5:0.5:0.55|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
411,Animal,8,7,236,472,79,Custom:X..XXX.X/...XXX../..XXXX../XX.XX.X./XXXXXXXX/XXXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.78|LayerLine12@0.5:0.5:0.55|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
412,Sweet,8,7,236,472,79,Custom:X....XX/.X..XXX/.XXXXXX/XXXXXXX/XXXXXXX/XXXX.XX@0:0:1|LayerCorners12@0.5:0.5:0.78|LayerStagger9@0.5:0.5:0.55|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
413,Bug,8,7,236,472,79,Custom:XXX.XX./XXXXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.77|LayerMiniDiamond9@0.5:0.5:0.55|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
414,Vehicle,8,7,237,474,79,Custom:XXX.XXXX/XXX.X.XX/.X..XXXX/XXX.XXXX/XXXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.77|LayerCross15@0.5:0.5:0.55|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
415,Weather,8,7,237,474,79,Custom:X.XXXX./XXXXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.77|LayerOffset12@0.5:0.5:0.55|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
416,Tool,8,7,237,474,80,Custom:XXXX.../XXXXX../.XXXX.X/.XXXXXX/XXXXXX./XXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.77|LayerPillar12@0.5:0.5:0.55|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
417,Food,8,7,237,474,80,Custom:X.XX..XX/XXXXXXXX/XXXXXX../X.XXX.../.XXXXX../..XXXXX.@0:0:1|LayerCross15@0.5:0.5:0.77|LayerDiagonal6@0.5:0.5:0.55|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
418,Plant,8,7,237,474,80,Custom:XXXXXXX/XX.X.X./XXXXXXX/X.XXXX./..XXXX./.XXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.77|LayerLine12@0.5:0.5:0.55|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
419,Animal,8,7,238,476,80,Custom:.X.XXX./XXXXX.X/.X.XXX./.XXXXX./XXXXXXX/XXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.77|LayerStagger9@0.5:0.5:0.55|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
420,Sweet,8,7,250,500,80,PrettyLotus36@0:0:1|LayerBlock9@0.5:0.5:0.77|LayerMiniDiamond9@0.5:0.5:0.55|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
421,Bug,8,7,238,476,80,Custom:.XXXXXX/XXXXXXX/XXXXXXX/XXX.XXX/XXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.77|LayerCross15@0.5:0.5:0.55|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
422,Vehicle,8,7,238,476,80,Custom:XXXXXXX/..XXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.77|LayerOffset12@0.5:0.5:0.55|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
423,Weather,8,7,239,478,80,Custom:.XXXXXX./XXXXXXX./..X.XXXX/....XX.X/..XXXXXX/.X.XXXXX@0:0:1|LayerCrown15@0.5:0.5:0.77|LayerPillar12@0.5:0.5:0.55|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
424,Tool,8,7,239,478,81,Custom:.XXXX.X/..XX..X/..XXXXX/.XXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.77|LayerDiagonal6@0.5:0.5:0.55|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
425,Food,8,7,239,478,101,Custom:..XX..X/X.XX.../.XXXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.77|LayerLine12@0.5:0.5:0.55|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
426,Plant,8,7,239,478,81,Custom:.....XX./..XXXX../XXXXX.XX/XXX.X..X/XX.XXXXX/XXXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.77|LayerStagger9@0.5:0.5:0.55|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
427,Animal,8,7,239,478,81,Custom:.XXXXXX/XXXXXXX/XXXXXXX/XXXXXXX/.XXXXXX@0:0:1|LayerCross15@0.5:0.5:0.77|LayerMiniDiamond9@0.5:0.5:0.55|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
428,Sweet,8,7,240,480,81,Custom:XXXX.XX/XXXXXXX/XXXXXXX/X.XXXXX/XXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.77|LayerCross15@0.5:0.5:0.55|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
429,Bug,8,7,240,480,81,Custom:.X..XXXX/..XXXXXX/.X.XXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.77|LayerOffset12@0.5:0.5:0.55|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
430,Vehicle,8,7,252,504,81,Custom:.XXXXX./XXXXXXX/..XXXXX/....X.X/XXXXXXX/XXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.77|LayerPillar12@0.5:0.5:0.55|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
431,Weather,8,7,240,480,81,Custom:..X.X../.XXXXXX/XXXXXXX/XXXXXXX/XXXX.X./XXXXXX.@0:0:1|LayerLine12@0.5:0.5:0.77|LayerDiagonal6@0.5:0.5:0.55|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
432,Tool,8,7,241,482,82,Custom:.XXX.XX./..X..XXX/..XXXXX./..XXXX.X/..XXXXXX/XXXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.77|LayerLine12@0.5:0.5:0.55|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
433,Food,8,7,241,482,82,Custom:.X..XXX/XX..X.X/X.XXXXX/XXXXXXX/XXXXXXX/.X.XXXX@0:0:1|LayerCrown15@0.5:0.5:0.77|LayerStagger9@0.5:0.5:0.55|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
434,Plant,8,7,241,482,82,Custom:XX.XXXX/XXXXXXX/XXXXXX./XXXXXXX/XXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.77|LayerMiniDiamond9@0.5:0.5:0.55|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
435,Animal,8,7,241,482,82,Custom:XX....../XXXXXXX./XXXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.77|LayerCross15@0.5:0.5:0.55|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
